,Book Author,Book Owner,Book Title,Publication Year
331,Fernando Boada,Ernest Hemingway,Síntesis de su obra artística,1959
332,[N.auth],Ernest Hemingway,Boats today: your book of 101 small boat designs,1955
333,Angelo del Boca,Ernest Hemingway,L'anno del giubileo,1948
334,Giovanni Boccaccio,Ernest Hemingway,Il Decameron,1949
335,Giovanni Boccaccio,Ernest Hemingway,The most pleasant and delectable questions of love,1931
336,Maxwell Bodenheim,Ernest Hemingway,Sixty seconds,1929
337,Thomas Bodkin,Ernest Hemingway,The approach to painting,1945
338,Pio Baroja y Nessi,Ernest Hemingway,La busca (La lucha por la vida),9999
339,Frederick Bodmer,Ernest Hemingway,The loom of language,1944
340,Albert Boekholt,Ernest Hemingway,Mains habiles: travaux manuel de plein air,1943
341,Albert Boekholt,Ernest Hemingway,Ouvrages en cuir,1943
342,Albert Boekholt,Ernest Hemingway,Tours de mains: travaux manuels pour les jeunes,1943
343,Boethius,Ernest Hemingway,The consolation of philosophy,9999
344,Pio Baroja y Nessi,Ernest Hemingway,"La decadence de la cortesia, y otros ensayos",1956
345,Ethel Boileau,Ernest Hemingway,Clansmen,1936
346,Pio Baroja y Nessi,Ernest Hemingway,Locuras de Carnaval,1937
347,L. de Boisset,Ernest Hemingway,Les mouches du pêcheur de truites,1939
348,L. de Boisset,Ernest Hemingway,"L'ombre, poisson de sport",1941
349,L. de Boisset,Ernest Hemingway,"La truite, poisson de grand sport",1942
350,L. de Boisset,Ernest Hemingway,"La pêche fluviale en France: son état, son avenir",1944
351,Pio Baroja y Nessi,Ernest Hemingway,The lord of Labraz,1926
352,Pio Baroja y Nessi,Ernest Hemingway,Memorias,1955
353,Paul Darcy Boles,Ernest Hemingway,The streak,1954
354,Pio Baroja y Nessi,Ernest Hemingway,El país vasco,1953
355,Richard Boleslavsky,Ernest Hemingway,Way of the lancer,9999
356,Pio Baroja y Nessi,Ernest Hemingway,Red dawn,1924
357,Stanley Wade Baron,Ernest Hemingway,"All my enemies, a novel",1952
358,Alfred Hamilton Barr,Ernest Hemingway,Picasso: fifty years of his art,1946
359,James Barr,Ernest Hemingway,Quatrefoil : a modern novel,1950
360,William Edmund Barrett,Ernest Hemingway,The left hand of God,1953
361,Joseph Michaël Thomas Barretto de Souza,Ernest Hemingway,Elementary equitation; principles of horseback-riding,1922
362,Luis Bollain,Ernest Hemingway,El decálogo de la buena fiesta,1953
363,[N.auth],Ernest Hemingway,La Barricade,9999
364,Eduardo Barriobero y Herrán,Ernest Hemingway,"El libro de la fiesta nacional: preceptiva, cronistas, censores",1931
365,Luis Bollaín,Ernest Hemingway,"Los genios, de cerca: Belmonte, visto por un belmontista",1957
366,Harlan Harland Barrows,Ernest Hemingway,Geography: Europe and Asia,1933
367,Nathaniel A. Barrows,Ernest Hemingway,Blow all ballast! The story of the Squalus,1940
368,Philip Barry,Ernest Hemingway,War in heaven,9999
369,Diana Barrymore,Ernest Hemingway,"Too much, too soon",1958
370,Alain Bombard,Ernest Hemingway,The Bombard story,1953
371,A. Bonazzi,Ernest Hemingway,Observaciones sobre el rocío en la zona tropical,1947
372,Charles Boner,Ernest Hemingway,Chamois hunting in the mountains of Bavaria and in the Tyrol,1860
373,Jean Bartholoni,Ernest Hemingway,Le roman de Petrarque et de Laure (1327-1348),9999
374,John Bartlett,Ernest Hemingway,"Familiar Quotations: A Collection of Passages, Phrases, and Proverbs Traced to Their Sources in Ancient and Modern Lite",1940
375,Vernon Bartlett,Ernest Hemingway,Intermission in Europe; the life of a journalist and broadcaster,1938
376,Donald Richmond Barton,Ernest Hemingway,Once in Aleppo,1955
377,Jacques Barzun,Ernest Hemingway,The house of intellect,1959
378,Pedro de Basaldúa,Ernest Hemingway,En España sale el sol,1946
379,William Russell Bascom,Ernest Hemingway,Handbook of West African art,1953
380,[N.auth],Ernest Hemingway,Baseball guide and record book,1944
381,Hamilton Basso,Ernest Hemingway,The view from Pompey's Head,1954
382,[N.auth],Ernest Hemingway,"La Bataille du Jutland, racontée par les combattants",1927
383,Henry Walter Bates,Ernest Hemingway,"The naturalist on the river Amazons. A record of adventures, habits of animals, sketches of Brazilian and Indian life",1864
384,Mary Greene Bonesteel,Ernest Hemingway,"The young colour guard, or, Tommy Collins at Santiago",9999
385,Pierre Bonnard,Ernest Hemingway,"Seize peintures, 1939-1943",1944
386,Paul Hyde Bonner,Ernest Hemingway,Amanda,1957
387,Paul Hyde Bonner,Ernest Hemingway,Excelsior!,1955
388,Paul Hyde Bonner,Ernest Hemingway,The glorious mornings: stories of shooting and fishing,1954
389,Paul Hyde Bonner,Ernest Hemingway,Hotel Talleyrand: a novel,1953
390,Paul Hyde Bonner,Ernest Hemingway,SPQR: a romance,1952
391,Stephen Bonsal,Ernest Hemingway,"The fight for Santiago: the story of the soldier in the Cuban campaign, from Tampa to the surrender",1899
392,Stephen Bonsal,Ernest Hemingway,Unfinished business,1944
393,[N.auth],Ernest Hemingway,The book of common prayer and administration of the sacraments and other rites and ceremonies of the church according to,1935
394,National Geographic Society,Ernest Hemingway,"The book of fishes: game fishes, food fishes, shellfish and curious citizens of American ocean shores, lakes and rivers",1924
395,National Geographic Society,Ernest Hemingway,"The book of fishes: game fishes, food fishes, shellfish and curious citizens of American ocean shores, lakes and rivers",1924
396,[N.auth],Ernest Hemingway,The book of saints: a dictionary of servants of God canonized by the Catholic Church. Extracted from the Roman & other martyrologies,1921
397,[N.auth],Ernest Hemingway,The book of the XV Brigade,1938
398,Charles Gordon Booth,Ernest Hemingway,The general died at dawn,1951
399,Tancred Borenius,Ernest Hemingway,Italian painting up to Leonardo and Raphael,1946
400,Tancred Borenius,Ernest Hemingway,"Later Italian painting, from Titian to Tiepolo",1946
401,Giuseppe Antonio Borgese,Ernest Hemingway,Goliath: the march of fascism,1937
402,Valerio Borghese Jr.,Ernest Hemingway,Decima flottiglia mas dalle origini all'armistizio,1954
403,George Henry Borrow,Ernest Hemingway,The Bible in Spain,9999
404,George Henry Borrow,Ernest Hemingway,The Bible in Spain,9999
405,George Henry Borrow,Ernest Hemingway,The Bible in Spain,1923
406,George Henry Borrow,Ernest Hemingway,"Lavengro: the scholar, the gipsy, the priest",9999
407,George Henry Borrow,Ernest Hemingway,"Romano lavo-lil: word book of the Romany; or, English certain phases of life and letters among the North Americans",9999
408,Francesco Borsetta,Ernest Hemingway,Per curarsi con le erbe: insegna l'uso di 150 piante medicinali nella cura di 200 malattie,1954
409,Henry Borsook,Ernest Hemingway,Vitamins: what they are and how they can benefit you,1941
410,Lauro de Bosis,Ernest Hemingway,Icaro,1933
411,Alain Bosquet (ed.),Ernest Hemingway,Les vingt meilleures nouvelles françaises,1956
412,Charles K. Boston,Ernest Hemingway,The silver jackass,1941
413,James Boswell,Ernest Hemingway,"Boswell on the grand tour: Italy, Corsica, and France, 1765-1766",1955
414,Herbert Ernest Bates,Ernest Hemingway,Fair stood the wind for France,1944
415,Marston Bates,Ernest Hemingway,The natural history of mosquitoes,1949
416,Marston Bates,Ernest Hemingway,The nature of natural history,1954
417,James Boswell,Ernest Hemingway,"The life of Samuel Johnson, LL.D",1925
418,Ralph Bates,Ernest Hemingway,The olive field,9999
419,William Horatio Bates,Ernest Hemingway,The cure of imperfect sight without glasses,9999
420,A.H. Batten Pooll,Ernest Hemingway,Some globe trottings with a rod,1937
421,James Boswell,Ernest Hemingway,"London journal, 1762-1763",1950
422,Charles Baudelaire,Ernest Hemingway,Les fleurs du mal,1944
423,Charles Baudelaire,Ernest Hemingway,Les fleurs du mal,1940
424,Charles Baudelaire,Ernest Hemingway,Les fleurs du mal,1894
425,Charles Baudelaire,Ernest Hemingway,Les fleurs du mal et complément,9999
426,Charles Baudelaire,Ernest Hemingway,Intimate Journals,9999
427,Charles Baudelaire,Ernest Hemingway,Morceaux choisis: Poëmes et proses,1939
428,Gérard Bauër,Ernest Hemingway,Dessins de maîtres (XVe-XVIIIe siècles) de L'Albertina de Vienne,1948
429,James E. Baum,Ernest Hemingway,Savage Abyssinia,1927
430,Robert Newton Bavier,Ernest Hemingway,Sailing to win,1947
431,James Phinney Baxter,Ernest Hemingway,Scientists against time,1946
432,Walter Baxter,Ernest Hemingway,Look down in mercy,1952
433,Emile Bayard,Ernest Hemingway,[L'art de reconnoitre les styles:] Les meubles rustique régionaux de la Franc,9999
434,Herbert Bayer,Ernest Hemingway,"Bauhaus, 1919-1928",1938
435,Leo G. Bayer,Ernest Hemingway,Paper chase,1943
436,Dorothy Julia Baynes,Ernest Hemingway,In search of two characters; some intimate aspects of Napoleon and his son,1946
437,Léon Bazalgette,Ernest Hemingway,George Grosz: L'homme et l'oeuvre,9999
438,Edward Latimer Beach,Ernest Hemingway,Submarine!,1953
439,Edward Latimer Beach,Ernest Hemingway,Submarine!,1952
440,Joseph Warren Beach,Ernest Hemingway,"American fiction, 1920-1940",1941
441,Sylvia Beach,Ernest Hemingway,Ulysses in Paris,1956
442,Peter S. Beagle,Ernest Hemingway,"A fine and private place, a novel",1960
443,Carleton Beals,Ernest Hemingway,The crime of Cuba,1933
444,Charles Edwin Woodrow Bean,Ernest Hemingway,On the wool track,1947
445,Charles Austin Beard,Ernest Hemingway,The republic; conversations on fundamentals,1944
446,Allan R. Bosworth,Ernest Hemingway,Border roundup,1947
447,Bernard Botein,Ernest Hemingway,The prosecutor,1957
448,Carl Huntington Bottume,Ernest Hemingway,Sailor's choice,1951
449,Robert Boucard,Ernest Hemingway,Les dessous de l'espionnage anglais,9999
450,Pierre Bouchardon,Ernest Hemingway,Le crime de Vouziers,9999
451,Xavier Marcel Boulestin,Ernest Hemingway,Having crossed the channel,1934
452,Pierre Boulle,Ernest Hemingway,Bridge over the River Kwai,1954
453,Vance Bourjaily,Ernest Hemingway,Confessions of a spent youth,1960
454,Vance Bourjaily,Ernest Hemingway,The end of my life,1947
455,Vance Bourjaily,Ernest Hemingway,The hound of earth,1955
456,Vance Bourjaily (ed.),Ernest Hemingway,Discovery No. 2,1953
457,Vance Bourjaily (ed.),Ernest Hemingway,Discovery No. 3,1954
458,Vance Bourjaily (ed.),Ernest Hemingway,Discovery No. 5,1955
459,John Gregory Bourke,Ernest Hemingway,An Apache campaign in the Sierra Madre; an account of the expedition in pursuit of the hostile Chiricahua Apaches in the spring of 1883,1958
460,John Gregory Bourke,Ernest Hemingway,An Apache campaign in the Sierra Madre; an account of the expedition in pursuit of the hostile Chiricahua Apaches in the spring of 1883,1958
461,Anatole Bourman,Ernest Hemingway,The tragedy of Nijinsky,1936
462,Nathaniel Bowditch,Ernest Hemingway,American practical navigator,1943
463,Charles Austin Beard,Ernest Hemingway,America in midpassage,1939
464,James Beard,Ernest Hemingway,How to eat better for less money,1956
465,Catherine Drinker Bowen,Ernest Hemingway,"The lion and the throne: the life and times of Sir Edward Coke, 1552-1634",1957
466,Pierre Béarn,Ernest Hemingway,Misères: Nouvelles,1947
467,Pierre Béarn,Ernest Hemingway,Les oiseaux sont ivres,1946
468,Catherine Drinker Bowen,Ernest Hemingway,Yankee from Olympus: Justice Holmes and his family,1944
469,Norman Beasley,Ernest Hemingway,"Frank Knox, American; a short biography",1936
470,Elizabeth Bowen,Ernest Hemingway,Look at all those roses: short stories,1941
471,Cecil Walter Hardy Beaton,Ernest Hemingway,Time exposure,1941
472,Finlay Cochrane Beatson,Ernest Hemingway,Wellington: the Bidassoa and Nivelle,1931
473,Elizabeth Bowen,Ernest Hemingway,Selected stories,1946
474,Edward W. Beattie,Ernest Hemingway,Diary of a kriegie,1946
475,Willard Leon Beaulac,Ernest Hemingway,Career ambassador,1951
476,Elizabeth Bowen,Ernest Hemingway,The Shelbourne Hotel,1951
477,Francis Beaumont,Ernest Hemingway,Rule a wife and have a wife: a comedy in five acts,9999
478,Marjorie Bowen,Ernest Hemingway,"Great tales of horror: being a collection of strange stories of amazement, horror and wonder selected with an introducti",1933
479,Simone de Beauvoir,Ernest Hemingway,The Mandarins: a novel,1956
480,Claude Gernade Bowers,Ernest Hemingway,My mission to Spain: watching the rehearsal for World War II,1954
481,Jules Bebie,Ernest Hemingway,"Manual of explosives, military pyrotechnics, and chemical warfare agents",1943
482,Claude Gernade Bowers,Ernest Hemingway,The tragic era: the revolution after Lincoln,1929
483,José Becerra y Alvarez,Ernest Hemingway,El consultor taurino,1916
484,Carl Lotus Becker,Ernest Hemingway,How new will the better world be? A discussion of post-war reconstruction,1944
485,Claude Gernade Bowers,Ernest Hemingway,The tragic era: the revolution after Lincoln,1929
486,Ivan Lawrence Becker,Ernest Hemingway,The vapor trail: poetic tributes to slain World War II heroes of Air Group 21 and the Carrier Press,1959
487,Stephen D. Becker,Ernest Hemingway,The season of the stranger,1951
488,Samuel Beckett,Ernest Hemingway,The unnamable,1958
489,Paul Frederic Bowles,Ernest Hemingway,Let it come down,1952
490,[N.auth],Ernest Hemingway,The bedside tale: a gay collection,1945
491,Paul Frederic Bowles,Ernest Hemingway,The sheltering sky,1949
492,Paul Frederic Bowles,Ernest Hemingway,The spider's house,1955
493,Clair Francis Bee,Ernest Hemingway,The basketball library [4 volumes],1942
494,Lucius Morris Beebe,Ernest Hemingway,Snoot if you must,1943
495,Paul Frederic Bowles,Ernest Hemingway,Yallah,1957
496,[N.auth],Ernest Hemingway,The book of naturalists: an anthology of the best natural history,1945
497,Francis Beeding [pseud.],Ernest Hemingway,The Five Flamboys,9999
498,Peter Bowman,Ernest Hemingway,Beach red: a novel,1945
499,Francis Beeding [pseud.],Ernest Hemingway,The seven sleepers,9999
500,[N.auth],Ernest Hemingway,"La boxe anglaise & française, par les champions du ring",1911
501,Francis Beeding [pseud.],Ernest Hemingway,The three fishers,9999
502,Thomas Beer,Ernest Hemingway,The fair rewards,9999
503,Thomas Beer,Ernest Hemingway,Stephen Crane: a study in American letters,1924
504,[N.auth],Ernest Hemingway,Boxing,1928
505,Max Beerbohm,Ernest Hemingway,And even now,9999
506,Max Beerbohm,Ernest Hemingway,Mainly on the air,1947
507,[N.auth],Ernest Hemingway,Boxing News record,1952
508,Max Beerbohm,Ernest Hemingway,Zuleika Dobson,1911
509,Ernest Augustus Boyd,Ernest Hemingway,"Portraits: real and imaginary, being memories and impressions of friends and contemporaries with appreciations of divers",1924
510,Samuel Nathaniel Behrman,Ernest Hemingway,Duveen,1952
511,John Bay Beith,Ernest Hemingway,The king's service : an informal history of the British infantry soldier,1938
512,James Boyd,Ernest Hemingway,Drums,1928
513,John Bay Beith,Ernest Hemingway,The willing horse,1921
514,James Boyd,Ernest Hemingway,Long Hunt,1930
515,James Boyd,Ernest Hemingway,Marching on,1927
516,James Boyd (ed.),Ernest Hemingway,The Free Company presents: a collection of plays about the meaning of America,1941
517,Vladimir Belayev,Ernest Hemingway,The old fortress: a trilogy,1931
518,Thomas Alexander Boyd,Ernest Hemingway,Mad Anthony Wayne,1929
519,John Boyes,Ernest Hemingway,The company of adventurers,1928
520,Joaquin Belda,Ernest Hemingway,La Revolución del 69: Novela comunista,1931
521,Kay Boyle,Ernest Hemingway,"Gentlemen, I address you privately",9999
522,Kay Boyle,Ernest Hemingway,Monday night,1938
523,Kay Boyle,Ernest Hemingway,Short stories,1929
524,Kay Boyle,Ernest Hemingway,Year before last,9999
525,Neil Boyton,Ernest Hemingway,Whoopee! The story of a Catholic summer camp,1923
526,Charles Brackett,Ernest Hemingway,American colony,1929
527,Ray Bradbury,Ernest Hemingway,The golden apples of the sun,1954
528,Ray Bradbury,Ernest Hemingway,The Martian chronicles,1950
529,Russell Braddon,Ernest Hemingway,The white mouse,1957
530,Hugh Bradley,Ernest Hemingway,Havana: Cinderella's city,1941
531,Fred Bradna,Ernest Hemingway,"The big top: my forty years with the Greatest Show on Earth, as told to Hartzell Spence",1952
532,Marc' Antonio Bragadin,Ernest Hemingway,Che ha fatto la Marina? (1940-1945),1949
533,Robert J. Braidwood,Ernest Hemingway,Prehistoric men,1957
534,Houston Branch,Ernest Hemingway,Diamond Head,1948
535,Houston Branch,Ernest Hemingway,Diamond Head,1948
536,V.C. Branham,Ernest Hemingway,Encyclopedia of Criminology,1949
537,Henry C. Branson,Ernest Hemingway,Case of the giant killer,1944
538,Georges Braque,Ernest Hemingway,Testimony against Gertrude Stein. Supplement to Transition 1934-35 (no. 23).,1935
539,H.G. Thursfield (ed.),Ernest Hemingway,"Brassey's naval annual, 1947",1947
540,Braun et Compagnie,Ernest Hemingway,Musée des Thermes et de Cluny,1920
541,Nicolás Bravo,Ernest Hemingway,El destino humano y las Américas: un reportaje de actualidad,1954
