,Book Author,Book Owner,Book Title,Publication Year
339,Serge_ Chakhotin,Ernest Hemingway,The rape of the masses; the psychology of totalitarian political propaganda,1940
340,Patrick R. Chalmers,Ernest Hemingway,The angler's England,1938
341,Elwyn Whitman Chambers,Ernest Hemingway,You can't get away by running,1940
342,Frederick Walter Champion,Ernest Hemingway,The jungle in sunlight and shadow,1934
343,Abel Chapman,Ernest Hemingway,"Savage Sudan; its wild tribes, big-game and bird-life",1921
344,Frank Michler Chapman,Ernest Hemingway,Handbook of birds of eastern North America,1928
345,Alfred [Jacques Sindral] Fabre-Luce,Ernest Hemingway,Talleyrand,1928
346,Guy Chapman,Ernest Hemingway,Beckford,1937
347,Clifton Fadiman,Ernest Hemingway,I believe: the personal philosophies of certain eminent men and women of our time,1939
348,Clifton Fadiman,Ernest Hemingway,Reading I've liked: a personal selection drawn from two decades of reading and reviewing,1941
349,Manuel Chaves Nogales,Ernest Hemingway,"Juan Belmonte, matador de toros: Su vida y sus hazañas",1935
350,Robert Faherty,Ernest Hemingway,Better than dying,1935
351,Robert Faherty,Ernest Hemingway,Big old sun,1941
352,Charles A. Faissole,Ernest Hemingway,The restaurateur's handbook,1938
353,Aladár [Oscar Ray] Farkas,Ernest Hemingway,Espions et espionnage,1936
354,Guy B. Farrar,Ernest Hemingway,The feathered folk of an estuary,1939
355,James T. Farrell,Ernest Hemingway,Studs Lonigan: a trilogy,1935
356,Selwyn Kip Farrington,Ernest Hemingway,Atlantic game fishing,1937
357,Edward Samuel Farrow,Ernest Hemingway,A dictionary of military terms,1918
358,Negley Farson,Ernest Hemingway,The way of the transgressor,1936
359,Howard Fast,Ernest Hemingway,The last frontier,1941
360,Anton Pavlovich Chekhov,Ernest Hemingway,"The cook's wedding, and other stories",1922
361,Anton Pavlovich Chekhov,Ernest Hemingway,The duel and other stories,1922
362,Anton Pavlovich Chekhov,Ernest Hemingway,"The party, and other stories",1925
363,Anton Pavlovich Chekhov,Ernest Hemingway,"The schoolmaster, and other stories",1921
364,Anton Pavlovich Chekhov,Ernest Hemingway,"The wife, and other stories",1921
365,Nelson Hayes,Ernest Hemingway,Dildo Cay,1940
366,Elinor Rice,Ernest Hemingway,Action in Havana,1940
367,Paul Hazard,Ernest Hemingway,La vie de Stendhal,1927
368,William Hazlitt,Ernest Hemingway,The fight : an essay,1929
369,Gerald Heard,Ernest Hemingway,A taste for honey,1941
370,Sven Anders Hedin,Ernest Hemingway,My life as an explorer,1925
371,Van Campen Heilner,Ernest Hemingway,A book on duck shooting,1939
372,Van Campen Heilner,Ernest Hemingway,Our American game birds,1941
373,Alfred Tyler Hemingway,Ernest Hemingway,"How to ""make good""; a business man's message on commercial character-building, the only success insurance",1915
374,Alexander Henderson,Ernest Hemingway,Aldous Huxley,1936
375,Sir Nevile Henderson,Ernest Hemingway,Failure of a mission; Berlin 1937-1939,1940
376,Émile Henriot,Ernest Hemingway,Voltaire et Frédéric II,1927
377,Joseph Hergesheimer,Ernest Hemingway,Love in the United States and The big shot,1932
378,Joseph Hergesheimer,Ernest Hemingway,San Cristóbal de la Habana,1927
379,F. Hernández-Girbal,Ernest Hemingway,"Una vida triunfal: Juliàn Gayarre, biografía novelesca",1931
380,F. Hernández-Girbal,Ernest Hemingway,"Una vida pintoresca; Manuel Fernández y González, biografía novelesca",1931
381,F. Hernández-Girbal,Ernest Hemingway,"Una vida popular : Salvador Sánchez, ""Frascuelo.” Biografía novelesca",1933
382,William Faulkner,Ernest Hemingway,As I lay dying,1930
383,William Faulkner,Ernest Hemingway,Collected stories of William Faulkner,1934
384,William Faulkner,Ernest Hemingway,Pylon,1935
385,William Faulkner,Ernest Hemingway,Sanctuary,1932
386,William Faulkner,Ernest Hemingway,Soldiers' pay,1926
387,William Faulkner,Ernest Hemingway,The unvanquished,1938
388,William Faulkner,Ernest Hemingway,The wild palms,1939
389,Frederick [Max Brand] Faust,Ernest Hemingway,The fighting four,1933
390,Frederick [Max Brand] Faust,Ernest Hemingway,The fighting four,1933
391,John Herrmann,Ernest Hemingway,"The salesman, a novel",1939
392,Kurt Heuser,Ernest Hemingway,The journey inward,1932
393,Edward R. Hewitt,Ernest Hemingway,Better trout streams; their maintenance,1931
394,Edward Ringwood Hewitt,Ernest Hemingway,Telling on the trout,1930
395,Maurice Henry Hewlett,Ernest Hemingway,The little Iliad,1915
396,James E. Hicks,Ernest Hemingway,What the citizen should know about our arms and weapons,1941
397,Kurt Hielscher,Ernest Hemingway,Deutschland : Baukunst und Landschaft,1927
398,Hugh Percy Highton,Ernest Hemingway,"Shooting trips in Europe and Algeria; being a record of sport in the Alps, Pyrenees, Norway, Sweden, Corsica and Algeria",1921
399,Percy A. Hill,Ernest Hemingway,Romance and adventure in old Manila,1935
400,James Hilton,Ernest Hemingway,Random harvest,1941
401,Duncan Hines,Ernest Hemingway,"Lodging for a night : a directory of hotels possessing modern comforts, inviting cottages and modern auto courts",1941
402,Adolf Hitler,Ernest Hemingway,My battle (Mein kampf),1937
403,John Favill,Ernest Hemingway,Primer of celestial navigation,1940
404,Federal Writers' Project,Ernest Hemingway,Florida: a guide to the southernmost state. Compiled and written by the Federal Writers' Project of the Work Projects Administration,1939
405,Federal Writers' Project,Ernest Hemingway,Idaho: a guide in word and picture. Prepared by the Federal Writers' Project of the Works Progress Administration.,1937
406,Federal Writers' Project,Ernest Hemingway,Minnesota: a state guide. Compiled and written by the Federal Writers' Project of the Works Progress Administration.,1938
407,Federal Writers' Project,Ernest Hemingway,New York City guide,1939
408,Robert Ferguson,Ernest Hemingway,"Harpooner: a four-year voyage on the barque Kathleen, 1880-1884",1936
409,Harvey Fergusson,Ernest Hemingway,The life of Riley,1937
410,Antonio Fernández Coello de Portugal,Ernest Hemingway,Belmonte en 1919,1919
411,José Antonio Fernández de Castro,Ernest Hemingway,Barraca de feria,1933
412,Antonio [Hache] Fernández de Heredia,Ernest Hemingway,"Doctrinal taurómaco de ""Hache""",1904
413,António Ferro,Ernest Hemingway,Salazar: Portugal and her leader,1939
414,Lion Feuchtwanger,Ernest Hemingway,Jud Süss,1925
415,Lion Feuchtwanger,Ernest Hemingway,The ugly duchess: a historical romance,1935
416,Wooster Bard Field,Ernest Hemingway,House planning,1940
417,Sheldon Cheney,Ernest Hemingway,The story of modern art,1941
418,Albert Chérel,Ernest Hemingway,French without toil,1940
419,Mei-ling Sung Chiang,Ernest Hemingway,China shall rise again,1941
420,[N.auth],Ernest Hemingway,Chicago American national almanac and year book for 1937,1937
421,Erskine Childers,Ernest Hemingway,The riddle of the sands; a record of secret service,1935
422,Herbert Childs,Ernest Hemingway,"El Jimmy, outlaw of Patagonia",1936
423,Marquis W. Childs,Ernest Hemingway,This is democracy : collective bargaining in Scandinavia,1938
424,Winston Churchill,Ernest Hemingway,Coniston,1907
425,Winston Churchill,Ernest Hemingway,The crossing,1904
426,Winston Churchill,Ernest Hemingway,The crossing,1910
427,Winston Leonard Spencer Churchill,Ernest Hemingway,The aftermath,1929
428,Sir Winston Churchill,Ernest Hemingway,Into battle: speeches,1941
429,Sir Winston Churchill,Ernest Hemingway,The unknown war; the eastern front,1931
430,Higinio Ciria y Nasarre,Ernest Hemingway,Los toros de Bonaparte,1903
431,Barrett H. Clark,Ernest Hemingway,Great short stories of the world,1927
432,C.A. Finsterbusch,Ernest Hemingway,Cock fighting all over the world,1929
433,Margaret Fishback,Ernest Hemingway,I take it back,1935
434,John Bigelow Clark,Ernest Hemingway,Port of call,1939
435,Vardis Fisher,Ernest Hemingway,Children of God: an American epic,1939
436,F. Scott Fitzgerald,Ernest Hemingway,The last tycoon: an unfinished novel; together with The great Gatsby and selected stories,1941
437,F. Scott Fitzgerald,Ernest Hemingway,Tender is the night,1934
438,Charles Macomb Flandrau,Ernest Hemingway,Viva Mexico!,1931
439,Gustave Flaubert,Ernest Hemingway,Correspondance. Deuxième série (1850-1854).,1910
440,Martin Flavin,Ernest Hemingway,Mr. Littlejohn,1940
441,Sydney Clark,Ernest Hemingway,Cuban tapestry,1936
442,Sydney Clark,Ernest Hemingway,"The west coast of South America with Sydney A. Clark; how to get the most out of your trip to Colombia, Panama, Ecuador",1941
443,Walter Van Tilburg Clark,Ernest Hemingway,The Ox-Bow incident,1940
444,Karl von Clausewitz,Ernest Hemingway,On war,1918
445,Maximiliano Clavo,Ernest Hemingway,Charlas taurinas,1924
446,Irene Cleaton,Ernest Hemingway,"Books & battles; American literature, 1920-1930",1937
447,Agnes Morley Cleaveland,Ernest Hemingway,No life for a lady,1941
448,Georges Eugène Benjamin Clemenceau,Ernest Hemingway,Le silence de M. Clemenceau,1930
449,Samuel Langhorne Clemens,Ernest Hemingway,"The adventures of Huckleberry Finn, Tom Sawyer's comrade",1923
450,Samuel Langhorne Clemens,Ernest Hemingway,The complete works of Mark Twain [24 vols.],1922
451,Samuel Langhorne Clemens,Ernest Hemingway,Mark Twain in eruption : hitherto unpublished pages about men and events,1940
452,Logan Clendening,Ernest Hemingway,The care and feeding of adults with doubts about children,1931
453,Natalie Clifford Barney,Ernest Hemingway,Aventures de l'esprit,1929
454,Daniel Joseph Clinton,Ernest Hemingway,Haven for the gallant,1936
455,Daniel Joseph Clinton,Ernest Hemingway,Stallion from the north,1932
456,Woodworth Clum,Ernest Hemingway,Apache agent : the story of John P. Clum,1936
457,Robert M. Coates,Ernest Hemingway,Yesterday's burdens,1933
458,Henri Cochet,Ernest Hemingway,"Sports, été",1941
459,Jean Cocteau,Ernest Hemingway,Thomas l'imposteur,1923
460,Jean Cocteau,Ernest Hemingway,Thomas l'imposteur; histoire,1923
461,Charles R. Codman,Ernest Hemingway,Contact,1937
462,Peter Fleming,Ernest Hemingway,News from Tartary: a journey from Peking to Kashmir,1936
463,Peter Fleming,Ernest Hemingway,One's company: a journey to China,1934
464,James Thomas Flexner,Ernest Hemingway,Doctors on horseback: pioneers of American medicine,1937
465,Ferdinand Foch,Ernest Hemingway,The principles of war,1918
466,Hermann Foertsch,Ernest Hemingway,The art of modern warfare,1940
467,John Taintor Foote,Ernest Hemingway,Fatal gesture,1933
468,Corey Ford,Ernest Hemingway,In the worst possible taste,1932
469,Ford Madox Ford,Ernest Hemingway,The good soldier: a tale of passion,1915
470,Ford Madox Ford,Ernest Hemingway,It was the nightingale,1933
471,Ford Madox Ford,Ernest Hemingway,No more parades [typescript],1921
472,Louis Henry Cohn,Ernest Hemingway,A bibliography of the works of Ernest Hemingway,1931
473,Ford Madox Ford,Ernest Hemingway,Return to yesterday,1932
474,Harvey S. Ford,Ernest Hemingway,What the citizen should know about the army,1941
475,George Douglas Howard Cole,Ernest Hemingway,The brothers Sackville,1937
476,C. S. Forester,Ernest Hemingway,The African queen,1940
477,C. S. Forester,Ernest Hemingway,The captain from Connecticut,1941
478,Kaines Adlard Coles,Ernest Hemingway,Sailing and cruising,1937
479,Manning Coles,Ernest Hemingway,Drink to yesterday,1941
480,Manning Coles,Ernest Hemingway,A toast to tomorrow,1941
481,C. S. Forester,Ernest Hemingway,Death to the French,1938
482,C. S. Forester,Ernest Hemingway,The general,1936
483,C. S. Forester,Ernest Hemingway,A ship of the line,1938
484,C. S. Forester,Ernest Hemingway,A ship of the line,1938
485,C. S. Forester,Ernest Hemingway,To the Indies,1940
486,Wilkie Collins,Ernest Hemingway,The moonstone,1933
487,Cristoforo Colombo,Ernest Hemingway,Diario de navegación,1940
488,Horatio Colony,Ernest Hemingway,Free forester; a novel of pioneer Kentucky,1935
489,Hall Jackson Kelley,Ernest Hemingway,Hall J. Kelley on Oregon ; a collection of five of his published works and a number of hitherto unpublished letters,1932
490,Baynard Hardwick Kendrick,Ernest Hemingway,The odor of violets,1941
491,Albert F. Hochwait,Ernest Hemingway,The modern painter,1923
492,Joseph Hocking,Ernest Hemingway,The jesuit,1913
493,Joseph Kessel,Ernest Hemingway,Nuits de Montmartre,1932
494,Hermann Kesten,Ernest Hemingway,The children of Guernica; a novel,1939
495,Sigurd Hoel,Ernest Hemingway,One day in October,1932
496,Franz Hoellering,Ernest Hemingway,The defenders,1940
497,Samuel Hoffenstein,Ernest Hemingway,Poems in praise of practically nothing,1928
498,Ralph Hoffmann,Ernest Hemingway,Birds of the Pacific states,1927
499,Stewart Hall Holbrook,Ernest Hemingway,Murder out yonder; an informal study of certain classic crimes in back-country America,1941
500,Raymond P. Holden,Ernest Hemingway,Chance has a whip,1935
501,Graf von Hermann Alexander Keyserling,Ernest Hemingway,The world in the making,1927
502,Charles Frederick Holder,Ernest Hemingway,The big game fishes of the United States,1924
503,Holling Clancy Holling,Ernest Hemingway,The book of cowboys,1936
504,Luther Emmett Holt,Ernest Hemingway,"The care and feeding of children, a catechism for the use of mothers and children's nurses",1920
505,Robert Homburg,Ernest Hemingway,Legal rights of performing artists,1934
506,Homer,Ernest Hemingway,The Iliad of Homer,1928
507,Irwin Hood Hoover,Ernest Hemingway,Forty-two years in the White House,1934
508,Gerard Manley Hopkins,Ernest Hemingway,Poems of Gerard Manley Hopkins,1930
509,John Collier Fredrick Hopkins,Ernest Hemingway,Common veld flowers,1940
510,Harrison Forman,Ernest Hemingway,Through forbidden Tibet: an adventure into the unknown,1935
511,E. M. Forster,Ernest Hemingway,Aspects of the novel,1927
512,Ugo Foscolo,Ernest Hemingway,Dei sepolcri: carme,1924
513,William Foss,Ernest Hemingway,The Spanish arena,1938
514,Henry Watson Fowler,Ernest Hemingway,The King's English,1940
515,Anatole France,Ernest Hemingway,Itinéraire de Paris à Buenos-Ayres,1927
516,Anatole France,Ernest Hemingway,La rôtisserie de la reine Pédauque,1921
517,Francis Francis,Ernest Hemingway,"A book on angling; being a complete treatise on the art of angling in every branch with explanatory plates, etc.",1920
518,Waldo David Frank,Ernest Hemingway,The re-discovery of America: an introduction to a philosophy of American life,1929
519,Waldo David Frank,Ernest Hemingway,Tales from the Argentine,1930
520,William Henry Fraser,Ernest Hemingway,Heath's new practical French grammar,1938
521,Perry D. Frazer,Ernest Hemingway,Elementary gunsmithing,1938
522,Pierre Frédérix,Ernest Hemingway,Souvenirs du tir aux hommes,1938
523,Pierre Dominique,Ernest Hemingway,Le siège de Paris,1932
524,Charles Lucieto,Ernest Hemingway,La guerre des cerveaux. En missions spéciales: Mémoires d'un agent des services secrets de l'Entente,1926
525,Douglas Southall Freeman,Ernest Hemingway,R. E. Lee: a biography,1934
526,Comte Félix de Luckner,Ernest Hemingway,Le dernier corsaire (1914-1918),1927
527,[N.auth],Ernest Hemingway,Frente al peligro japonés: Juicios y opiniones de americanos célebres,1941
528,[N.auth],Ernest Hemingway,Frente al peligro japonés: Juicios y opiniones de americanos célebres,1941
529,Sigmund Freud,Ernest Hemingway,The basic writings of Sigmund Freud,1938
530,Richard Freund,Ernest Hemingway,Watch Czechoslovakia!,1938
531,John Frederick Charles Fuller,Ernest Hemingway,Decisive battles: their influence upon history and civilization,1940
532,John Frederick Charles Fuller,Ernest Hemingway,"Generalship, its diseases and their cure",1933
533,Frederick Funston,Ernest Hemingway,Memories of two wars: Cuban and Philippine experiences,1914
534,Stephen O. Fuqua,Ernest Hemingway,Americans wanted: your place in our military structure,1940
535,[N.auth],Ernest Hemingway,The Furnival book of short stories,1932
536,Marie Thérèse Gadala,Ernest Hemingway,Nouveau monde: impressions d'Amérique,1934
537,Galerie Alfred Flechtheim,Ernest Hemingway,"Ausstellungen, 1929",1929
538,Arnold Henry Moore Lunn,Ernest Hemingway,The complete ski-runner,1931
539,Frank Eugene Lutz,Ernest Hemingway,Field book of insects of the United States and Canada,1935
540,Richard Lydekker,Ernest Hemingway,Animal portraiture: fifty studies by Wilhelm Kuhnert,1912
541,Denis David Lyell,Ernest Hemingway,African adventure: letters from famous big-game hunters,1935
542,John Gilbert Bohun Lynch,Ernest Hemingway,The prize ring,1925
543,Robert Staughton Lynd,Ernest Hemingway,Middletown: a study in contemporary American culture,1929
